Region_ID, Region_name, Region_class, Process_ID, Interval, Layer, Ping_date, Ping_time, Target_range, TS_comp, TS_uncomp, Angle_minor_axis, Angle_major_axis, Distance_minor_axis, Distance_major_axis, Target_true_depth, Target_latitude, Target_longitude, Target_northing, Target_easting, Target_length, Target_length_manual, Target_perimeter, Target_area, Target_thickness, Target_compactness, Target_intensity_variation, Ping_number, Target_length_across_beams, Target_range_extent, Target_class, Target_orientation, Target_perimeter_edge_midpoints, Target_compactness_edge_midpoints, Target_area_edge_midpoints
3," ""Region 3"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:13.2310,4.027752,-59.01832,-61.485998,-0.062808,2.2008,-0.004412,0.154671,4.224779,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,64,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
4," ""Region 4"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:13.2310,4.113007,-34.04209,-35.570865,-0.0034276,1.7329,-0.000246,0.124375,4.311126,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,64,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
3," ""Region 3"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:13.6320,4.076511,-61.772331,-68.428445,-0.41289,3.597,-0.029319,0.255746,4.268375,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,65,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
4," ""Region 4"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:13.6320,4.161827,-39.928504,-46.291652,-0.66055,3.4851,-0.047891,0.252978,4.353855,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,65,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
4," ""Region 4"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:14.4320,4.210458,-45.532526,-59.17259,5.0828,1.3985,0.37292,0.102357,4.392662,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,67,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
4," ""Region 4"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:15.2320,4.247392,-37.932077,-40.542756,-0.58716,2.1935,-0.043494,0.162556,4.444057,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,69,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
4," ""Region 4"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:15.6320,4.271689,-37.609182,-47.878961,-3.7949,2.746,-0.282398,0.204206,4.457449,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,70,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
5," ""Region 5"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:46.4320,4.173948,-44.208786,-50.01018,-2.9193,-1.8402,-0.212468,-0.133859,4.366387,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,147,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
5," ""Region 5"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:46.8310,4.161639,-41.33177,-43.166044,-0.58995,-1.8098,-0.042829,-0.131422,4.359343,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,148,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
5," ""Region 5"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:47.2320,4.16178,-42.699948,-45.542288,0.74056,-2.2542,0.053749,-0.163684,4.358213,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,149,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
5," ""Region 5"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:47.6320,4.16202,-42.318876,-48.195389,2.9547,-1.8252,0.214425,-0.132388,4.354384,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,150,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
5," ""Region 5"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:48.0330,4.186554,-43.882574,-50.389462,3.1026,-1.9477,0.226465,-0.142084,4.37801,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,151,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:53.2320,4.234929,-42.940976,-51.245467,-4.0554,0.14972,-0.299494,0.011039,4.424311,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,164,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:53.6430,4.235275,-41.195364,-42.15523,-1.3712,-0.15217,-0.101347,-0.011245,4.434048,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,165,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
6," ""Region 6"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:54.0320,3.698814,-63.955394,-69.099831,-2.4035,2.1907,-0.155001,0.141266,3.892864,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,166,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
7," ""Region 7"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:54.0320,3.613681,-38.207381,-43.289684,-2.3918,2.173,-0.150699,0.136902,3.807941,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,166,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:54.0320,4.235123,-41.028412,-41.323188,0.73513,-0.20952,0.054337,-0.015486,4.434746,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,166,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
6," ""Region 6"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:55.2320,3.735432,-35.51668,-45.151164,4.2854,-1.0037,0.279084,-0.065249,3.92442,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,167,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
7," ""Region 7"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:55.2320,3.820622,-60.641862,-70.677198,4.3303,-1.2565,0.28841,-0.083538,4.008805,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,167,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:55.2320,4.295994,-40.754304,-53.041771,4.899,-0.74574,0.366848,-0.055709,4.479939,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,167,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
6," ""Region 6"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:55.6320,3.747642,-39.845413,-52.94201,4.9802,-1.3552,0.325249,-0.088298,3.932457,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,168,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:56.8320,4.283548,-44.870651,-49.28306,2.6772,-1.3247,0.200029,-0.098919,4.477732,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,171,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
7," ""Region 7"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:57.6320,3.9793,-46.17641,-56.65487,-4.5547,0.19794,-0.315998,0.013704,4.16671,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,173,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
7," ""Region 7"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:58.4310,3.869257,-44.930707,-45.347761,0.50162,0.75633,0.033871,0.051073,4.068771,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,175,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
7," ""Region 7"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:59.2320,3.832887,-59.108335,-71.807544,4.512,2.6244,0.301209,0.174959,4.017025,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,177,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:59.2320,4.112905,-46.193972,-57.852325,-4.4883,2.0548,-0.321653,0.147017,4.297672,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,177,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:09:59.6320,4.113064,-46.69255,-58.030871,-3.958,2.9726,-0.283527,0.21279,4.297759,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,178,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
8," ""Region 8"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:01.2320,4.137549,-35.758327,-40.961843,-2.7102,1.8192,-0.195543,0.131205,4.330842,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,182,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
9," ""Region 9"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:01.2320,4.222715,-57.619577,-65.54957,-3.2681,2.4398,-0.240509,0.17947,4.412039,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,182,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
9," ""Region 9"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:02.4320,4.28355,-50.609232,-59.354327,1.9155,3.7862,0.142866,0.282698,4.471823,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,185,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
9," ""Region 9"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:02.8320,4.295878,-52.141928,-59.655025,0.14539,3.8394,0.010877,0.287651,4.486223,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,186,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:06.4320,2.114519,-62.920117,-79.235558,-2.6752,5.2892,-0.098274,0.194711,2.30324,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,195,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:06.8320,1.968022,-28.406652,-44.02154,-3.2943,4.8802,-0.112682,0.16715,2.157671,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,196,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
12," ""Region 12"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:06.8320,3.930356,-65.041826,-78.243859,-2.7878,4.5444,-0.190558,0.311044,4.113392,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,196,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:07.2310,1.980633,-28.096081,-36.644802,-2.3931,3.4883,-0.082548,0.120406,2.175246,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,197,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:07.6320,1.980552,-33.759737,-41.197746,-2.3189,3.1782,-0.080012,0.109716,2.175892,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,198,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:08.0320,1.992481,-34.288994,-36.663679,-1.8047,1.2295,-0.062734,0.042731,2.191035,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,199,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:08.4320,2.004756,-40.151121,-41.229861,-1.4465,0.21727,-0.050607,0.0076,2.204103,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,200,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:08.8320,2.02943,-41.858539,-42.999962,-0.50695,-1.4125,-0.01795,-0.050023,2.228734,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,201,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
12," ""Region 12"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:08.8320,4.149911,-44.228247,-54.575273,-2.7471,-3.8074,-0.198458,-0.275249,4.336014,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,201,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:09.2320,2.04102,-42.539621,-46.293814,0.28378,-2.7024,0.010098,-0.09623,2.238725,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,202,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
10," ""Region 10"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:09.6320,2.078076,-45.965971,-55.893696,1.0236,-4.3311,0.037017,-0.156911,2.271812,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,203,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
12," ""Region 12"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:09.6320,4.08878,-46.023797,-53.299281,2.1033,-3.2582,0.149821,-0.232229,4.27943,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,203,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
12," ""Region 12"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:10.8320,4.259332,-43.283824,-46.77427,0.90906,2.4725,0.067513,0.183725,4.454832,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,206,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
11," ""Region 11"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:11.2330,4.137561,-37.061348,-51.515394,4.9302,2.6077,0.355222,0.187554,4.318015,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,207,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
12," ""Region 12"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:11.2330,4.271236,-40.37577,-41.625801,1.0196,1.2033,0.075988,0.089683,4.469619,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,207,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
11," ""Region 11"""," ""Fish_tracks""",2,2587,1,20190305, 10:10:11.6320,4.174119,-37.30633,-50.147693,3.5825,3.9381,0.260209,0.286114,4.356164,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37,208,-9.90E+37,-9.90E+37," ""Unclassified targets""",-9.90E+37,-9.90E+37,-9.90E+37,-9.90E+37
